"country","continent","year","lifeExp","pop","gdpPercap","meanSchool"
"Iran","Asia",1987,63.04,51889696,6642.881371,6.4
"Iran","Asia",1992,65.742,60397973,7235.653188,7.3
"Iran","Asia",1997,68.042,63327987,8263.590301,8.1
"Iran","Asia",2002,69.451,66907826,9240.761975,8.8
"Iran","Asia",2007,70.964,69453570,11605.71449,9.4
"Iraq","Asia",1972,56.95,10061506,9576.037596,5.6
"Iraq","Asia",1977,60.413,11882916,14688.23507,6.3
"Iraq","Asia",1982,62.038,14173318,14517.90711,6.8
"Iraq","Asia",1987,65.044,16543189,11643.57268,7.1
"Iraq","Asia",1992,59.461,17861905,3745.640687,6.9
"Iraq","Asia",1997,58.811,20775703,3076.239795,7
"Iraq","Asia",2002,57.046,24001816,4390.717312,7.2
"Iraq","Asia",2007,59.545,27499638,4471.061906,7.4
"Ireland","Europe",1972,71.28,3024400,9530.772896,7.8
"Ireland","Europe",1977,72.03,3271900,11150.98113,8.8
"Ireland","Europe",1982,73.1,3480000,12618.32141,9.6
"Ireland","Europe",1987,74.36,3539900,13872.86652,10.4
"Ireland","Europe",1992,75.467,3557761,17558.81555,11.1
"Ireland","Europe",1997,76.122,3667233,24521.94713,11.6
"Ireland","Europe",2002,77.783,3879155,34077.04939,12
"Ireland","Europe",2007,78.885,4109086,40675.99635,12.4
"Israel","Asia",1972,71.63,3095893,12786.93223,9.6
"Israel","Asia",1977,73.06,3495918,13306.61921,10.4
"Israel","Asia",1982,74.45,3858421,15367.0292,11.1
"Israel","Asia",1987,75.6,4203148,17122.47986,11.7
"Israel","Asia",1992,76.93,4936550,18051.52254,12.1
"Israel","Asia",1997,78.269,5531387,20896.60924,12.6
"Israel","Asia",2002,79.696,6029529,21905.59514,13
"Israel","Asia",2007,80.745,6426679,25523.2771,13.4
"Italy","Europe",1972,72.19,54365564,12269.27378,8.1
"Italy","Europe",1977,73.48,56059245,14255.98475,9
"Italy","Europe",1982,74.98,56535636,16537.4835,9.7
"Italy","Europe",1987,76.42,56729703,19207.23482,10.4
"Italy","Europe",1992,77.44,56840847,22013.64486,10.9
"Italy","Europe",1997,78.82,57479469,24675.02446,11.4
"Italy","Europe",2002,80.24,57926999,27968.09817,11.7
"Italy","Europe",2007,80.546,58147733,28569.7197,12
"Jamaica","Americas",1972,69,1997616,7433.889293,6.9
"Jamaica","Americas",1977,70.11,2156814,6650.195573,7.8
"Jamaica","Americas",1982,71.21,2298309,6068.05135,8.6
"Jamaica","Americas",1987,71.77,2326606,6351.237495,9.3
"Jamaica","Americas",1992,71.766,2378618,7404.923685,9.9
"Jamaica","Americas",1997,72.262,2531311,7121.924704,10.4
"Jamaica","Americas",2002,72.047,2664659,6994.774861,10.8
"Jamaica","Americas",2007,72.567,2780132,7320.880262,11.2
"Japan","Asia",1972,73.42,107188273,14778.78636,10.4
"Japan","Asia",1977,75.38,113872473,16610.37701,11
"Japan","Asia",1982,77.11,118454974,19384.10571,11.5
"Japan","Asia",1987,78.67,122091325,22375.94189,12
"Japan","Asia",1992,79.36,124329269,26824.89511,12.5
"Japan","Asia",1997,80.69,125956499,28816.58499,12.9
"Japan","Asia",2002,82,127065841,28604.5919,13.2
"Japan","Asia",2007,82.603,127467972,31656.06806,13.5
"Jordan","Asia",1972,56.528,1613551,2110.856309,6.3
"Jordan","Asia",1977,61.134,1937652,2852.351568,7.4
"Jordan","Asia",1982,63.739,2347031,4161.415959,8.4
"Jordan","Asia",1987,65.869,2820042,4448.679912,9.3
"Jordan","Asia",1992,68.015,3867409,3431.593647,10
"Jordan","Asia",1997,69.772,4526235,3645.379572,10.6
"Jordan","Asia",2002,71.263,5307470,3844.917194,11.2
"Jordan","Asia",2007,72.535,6053193,4519.461171,11.6
"Kenya","Africa",1972,53.559,12044785,1222.359968,4.6
"Kenya","Africa",1977,56.155,14500404,1267.613204,5.5
"Kenya","Africa",1982,58.766,17661452,1348.225791,6.4
"Kenya","Africa",1987,59.339,21198082,1361.936856,7.1
"Kenya","Africa",1992,59.285,25020539,1341.921721,7.7
"Kenya","Africa",1997,54.407,28263827,1360.485021,8.3
"Kenya","Africa",2002,50.992,31386842,1287.514732,8.9
"Kenya","Africa",2007,54.11,35610177,1463.249282,9.4
"Korea, Rep.","Asia",1972,62.612,33505000,3030.87665,9.9
"Korea, Rep.","Asia",1977,64.766,36436000,4657.22102,10.9
"Korea, Rep.","Asia",1982,67.123,39326000,5622.942464,11.8
"Korea, Rep.","Asia",1987,69.81,41622000,8533.088805,12.6
"Korea, Rep.","Asia",1992,72.244,43805450,12104.27872,13.3
"Korea, Rep.","Asia",1997,74.647,46173816,15993.52796,13.8
"Korea, Rep.","Asia",2002,77.045,47969150,19233.98818,14.3
"Korea, Rep.","Asia",2007,78.623,49044790,23348.13973,14.6
"Kuwait","Asia",1972,67.712,841934,109347.867,4.2
"Kuwait","Asia",1977,69.343,1140357,59265.47714,4.9
"Kuwait","Asia",1982,71.309,1497494,31354.03573,5.6
"Kuwait","Asia",1987,74.174,1891487,28118.42998,6.1
"Kuwait","Asia",1992,75.19,1418095,34932.91959,6.7
"Kuwait","Asia",1997,76.156,1765345,40300.61996,7.2
"Kuwait","Asia",2002,76.904,2111561,35110.10566,7.7
"Kuwait","Asia",2007,77.588,2505559,47306.98978,8.1
"Lebanon","Asia",1972,65.421,2680018,7486.384341,5.2
"Lebanon","Asia",1977,66.099,3115787,8659.696836,6.1
"Lebanon","Asia",1982,66.983,3086876,7640.519521,6.9
"Lebanon","Asia",1987,67.926,3089353,5377.091329,7.6
"Lebanon","Asia",1992,69.292,3219994,6890.806854,8.3
"Lebanon","Asia",1997,70.265,3430388,8754.96385,8.9
"Lebanon","Asia",2002,71.028,3677780,9313.93883,9.4
"Lebanon","Asia",2007,71.993,3921278,10461.05868,9.9
"Lesotho","Africa",1972,49.767,1116779,496.5815922,3.2
"Lesotho","Africa",1977,52.208,1251524,745.3695408,3.7
"Lesotho","Africa",1982,55.078,1411807,797.2631074,4.2
"Lesotho","Africa",1987,57.18,1599200,773.9932141,4.8
"Lesotho","Africa",1992,59.685,1803195,977.4862725,5.3
"Lesotho","Africa",1997,55.558,1982823,1186.147994,5.8
"Lesotho","Africa",2002,44.593,2046772,1275.184575,6.3
"Lesotho","Africa",2007,42.592,2012649,1569.331442,6.8
"Liberia","Africa",1972,42.614,1482628,803.0054535,2.5
"Liberia","Africa",1977,43.764,1703617,640.3224383,3.1
"Liberia","Africa",1982,44.852,1956875,572.1995694,3.9
"Liberia","Africa",1987,46.027,2269414,506.1138573,4.6
"Liberia","Africa",1992,40.802,1912974,636.6229191,5.2
"Liberia","Africa",1997,42.221,2200725,609.1739508,5.7
"Liberia","Africa",2002,43.753,2814651,531.4823679,6.1
"Liberia","Africa",2007,45.678,3193942,414.5073415,6.5
"Madagascar","Africa",1972,44.851,7082430,1748.562982,2.7
"Madagascar","Africa",1977,46.881,8007166,1544.228586,3.2
"Madagascar","Africa",1982,48.969,9171477,1302.878658,3.8
"Madagascar","Africa",1987,49.35,10568642,1155.441948,4.3
"Madagascar","Africa",1992,52.214,12210395,1040.67619,4.7
"Madagascar","Africa",1997,54.978,14165114,986.2958956,5.1
"Madagascar","Africa",2002,57.286,16473477,894.6370822,5.5
"Madagascar","Africa",2007,59.443,19167654,1044.770126,5.9
"Malawi","Africa",1972,41.766,4730997,584.6219709,2.8
"Malawi","Africa",1977,43.767,5637246,663.2236766,3.4
"Malawi","Africa",1982,45.642,6502825,632.8039209,4.1
"Malawi","Africa",1987,47.457,7824747,635.5173634,4.7
"Malawi","Africa",1992,49.42,10014249,563.2000145,5.3
"Malawi","Africa",1997,47.495,10419991,692.2758103,5.9
"Malawi","Africa",2002,45.009,11824495,665.4231186,6.5
"Malawi","Africa",2007,48.303,13327079,759.3499101,7.1
"Malaysia","Asia",1972,63.01,11441462,2849.09478,5.7
"Malaysia","Asia",1977,65.256,12845381,3827.921571,6.6
"Malaysia","Asia",1982,68,14441916,4920.355951,7.4
"Malaysia","Asia",1987,69.5,16331785,5249.802653,8.2
"Malaysia","Asia",1992,70.693,18319502,7277.912802,8.9
"Malaysia","Asia",1997,71.938,20476091,10132.90964,9.6
"Malaysia","Asia",2002,73.044,22662365,10206.97794,10.2
"Malaysia","Asia",2007,74.241,24821286,12451.6558,10.8
"Mali","Africa",1972,39.977,5828158,581.3688761,0.9
"Mali","Africa",1977,41.714,6491649,686.3952693,1.1
"Mali","Africa",1982,43.916,6998256,618.0140641,1.4
"Mali","Africa",1987,46.364,7634008,684.1715576,1.7
"Mali","Africa",1992,48.388,8416215,739.014375,1.9
"Mali","Africa",1997,49.903,9384984,790.2579846,2.2
"Mali","Africa",2002,51.818,10580176,951.4097518,2.4
"Mali","Africa",2007,54.467,12031795,1042.581557,2.6
"Mauritania","Africa",1972,48.437,1332786,1586.851781,1.5
"Mauritania","Africa",1977,50.852,1456688,1497.492223,1.8
"Mauritania","Africa",1982,53.599,1622136,1481.150189,2.2
"Mauritania","Africa",1987,56.145,1841240,1421.603576,2.7
"Mauritania","Africa",1992,58.333,2119465,1361.369784,3.3
"Mauritania","Africa",1997,60.43,2444741,1483.136136,3.9
"Mauritania","Africa",2002,62.247,2828858,1579.019543,4.5
"Mauritania","Africa",2007,64.164,3270065,1803.151496,5
"Mauritius","Africa",1972,62.944,851334,2575.484158,4.2
"Mauritius","Africa",1977,64.93,913025,3710.982963,5.1
"Mauritius","Africa",1982,66.711,992040,3688.037739,6.1
"Mauritius","Africa",1987,68.74,1042663,4783.586903,7.1
"Mauritius","Africa",1992,69.745,1096202,6058.253846,8
"Mauritius","Africa",1997,70.736,1149818,7425.705295,8.8
"Mauritius","Africa",2002,71.954,1200206,9021.815894,9.5
"Mauritius","Africa",2007,72.801,1250882,10956.99112,10
"Mexico","Americas",1972,62.361,55984294,6809.40669,4.8
"Mexico","Americas",1977,65.032,63759976,7674.929108,5.7
"Mexico","Americas",1982,67.405,71640904,9611.147541,6.6
"Mexico","Americas",1987,69.498,80122492,8688.156003,7.4
"Mexico","Americas",1992,71.455,88111030,9472.384295,8.2
"Mexico","Americas",1997,73.67,95895146,9767.29753,8.9
"Mexico","Americas",2002,74.902,102479927,10742.44053,9.5
"Mexico","Americas",2007,76.195,108700891,11977.57496,10.1
"Mongolia","Asia",1972,53.754,1320500,1421.741975,6.9
"Mongolia","Asia",1977,55.491,1528000,1647.511665,7.6
"Mongolia","Asia",1982,57.489,1756032,2000.603139,8.2
"Mongolia","Asia",1987,60.222,2015133,2338.008304,8.6
"Mongolia","Asia",1992,61.271,2312802,1785.402016,8.8
"Mongolia","Asia",1997,63.625,2494803,1902.2521,9
"Mongolia","Asia",2002,65.033,2674234,2140.739323,9.2
"Mongolia","Asia",2007,66.803,2874127,3095.772271,9.3
"Montenegro","Europe",1972,70.636,527678,7778.414017,8.2
"Montenegro","Europe",1977,73.066,560073,9595.929905,9
"Montenegro","Europe",1982,74.101,562548,11222.58762,9.7
"Montenegro","Europe",1987,74.865,569473,11732.51017,10.3
"Montenegro","Europe",1992,75.435,621621,7003.339037,10.8
"Montenegro","Europe",1997,75.445,692651,6465.613349,11.2
"Montenegro","Europe",2002,73.981,720230,6557.194282,11.6
"Montenegro","Europe",2007,74.543,684736,9253.896111,11.9
"Morocco","Africa",1972,52.862,16660670,1930.194975,2.3
"Morocco","Africa",1977,55.73,18396941,2370.619976,2.9
"Morocco","Africa",1982,59.65,20198730,2702.620356,3.6
"Morocco","Africa",1987,62.677,22987397,2755.046991,4.3
"Morocco","Africa",1992,65.393,25798239,2948.047252,5
"Morocco","Africa",1997,67.66,28529501,2982.101858,5.6
"Morocco","Africa",2002,69.615,31167783,3258.495584,6.2
"Morocco","Africa",2007,71.164,33757175,3820.17523,6.7
"Mozambique","Africa",1972,40.328,9809596,724.9178037,1.9
"Mozambique","Africa",1977,42.495,11127868,502.3197334,2.3
"Mozambique","Africa",1982,42.795,12587223,462.2114149,2.7
"Mozambique","Africa",1987,42.861,12891952,389.8761846,3.1
"Mozambique","Africa",1992,44.284,13160731,410.8968239,3.5
"Mozambique","Africa",1997,46.344,16603334,472.3460771,3.8
"Mozambique","Africa",2002,44.026,18473780,633.6179466,4.2
"Mozambique","Africa",2007,42.082,19951656,823.6856205,4.5
"Myanmar","Asia",1972,53.07,28466390,357,3.1
"Myanmar","Asia",1977,56.059,31528087,371,3.7
"Myanmar","Asia",1982,58.056,34680442,424,4.3
"Myanmar","Asia",1987,58.339,38028578,385,4.8
"Myanmar","Asia",1992,59.32,40546538,347,5.2
"Myanmar","Asia",1997,60.328,43247867,415,5.6
"Myanmar","Asia",2002,59.908,45598081,611,6
"Myanmar","Asia",2007,62.069,47761980,944,6.3
"Namibia","Africa",1972,53.867,821782,3746.080948,3.6
"Namibia","Africa",1977,56.437,977026,3876.485958,4.4
"Namibia","Africa",1982,58.968,1099010,4191.100511,5.2
"Namibia","Africa",1987,60.835,1278184,3693.731337,6
"Namibia","Africa",1992,61.999,1554253,3804.537999,6.6
"Namibia","Africa",1997,58.909,1774766,3899.52426,7.3
"Namibia","Africa",2002,51.479,1972153,4072.324751,7.9
"Namibia","Africa",2007,52.906,2055080,4811.060429,8.4
"Nepal","Asia",1972,43.971,12412593,674.7881296,1.9
"Nepal","Asia",1977,46.748,13933198,694.1124398,2.4
"Nepal","Asia",1982,49.594,15796314,718.3730947,3
"Nepal","Asia",1987,52.537,17917180,775.6324501,3.7
"Nepal","Asia",1992,55.727,20326209,897.7403604,4.4
"Nepal","Asia",1997,59.426,23001113,1010.892138,5.1
"Nepal","Asia",2002,61.34,25873917,1057.206311,5.7
"Nepal","Asia",2007,63.785,28901790,1091.359778,6.4
"Netherlands","Europe",1972,73.75,13329874,18794.74567,8.8
"Netherlands","Europe",1977,75.24,13852989,21209.0592,9.6
"Netherlands","Europe",1982,76.05,14310401,21399.46046,10.2
"Netherlands","Europe",1987,76.83,14665278,23651.32361,10.7
"Netherlands","Europe",1992,77.42,15174244,26790.94961,11.1
"Netherlands","Europe",1997,78.03,15604464,30246.13063,11.6
"Netherlands","Europe",2002,78.53,16122830,33724.75778,12
"Netherlands","Europe",2007,79.762,16570613,36797.93332,12.4
"New Zealand","Oceania",1972,71.89,2929100,16046.03728,8.2
"New Zealand","Oceania",1977,72.22,3164900,16233.7177,9.2
"New Zealand","Oceania",1982,73.84,3210650,17632.4104,10
"New Zealand","Oceania",1987,74.32,3317166,19007.19129,10.8
"New Zealand","Oceania",1992,76.33,3437674,18363.32494,11.4
"New Zealand","Oceania",1997,77.55,3676187,21050.41377,12
"New Zealand","Oceania",2002,79.11,3908037,23189.80135,12.5
"New Zealand","Oceania",2007,80.204,4115771,25185.00911,13
"Nicaragua","Americas",1972,55.151,2182908,4688.593267,3.5
"Nicaragua","Americas",1977,57.47,2554598,5486.371089,4.1
"Nicaragua","Americas",1982,59.298,2979423,3470.338156,4.7
"Nicaragua","Americas",1987,62.008,3344353,2955.984375,5.2
"Nicaragua","Americas",1992,65.843,4017939,2170.151724,5.7
"Nicaragua","Americas",1997,68.426,4609572,2253.023004,6.2
"Nicaragua","Americas",2002,70.836,5146848,2474.548819,6.6
"Nicaragua","Americas",2007,72.899,5675356,2749.320965,6.9
"Niger","Africa",1972,40.546,5060262,954.2092363,0.5
"Niger","Africa",1977,41.291,5682086,808.8970728,0.6
"Niger","Africa",1982,42.598,6437188,909.7221354,0.8
"Niger","Africa",1987,44.555,7332638,668.3000228,1.1
"Niger","Africa",1992,47.391,8392818,581.182725,1.4
"Niger","Africa",1997,51.313,9666252,580.3052092,1.8
"Niger","Africa",2002,54.496,11140655,601.0745012,2.2
"Niger","Africa",2007,56.867,12894865,619.6768924,2.5
"Nigeria","Africa",1972,42.821,53740085,1698.388838,3.4
"Nigeria","Africa",1977,44.514,62209173,1981.951806,4.2
"Nigeria","Africa",1982,45.826,73039376,1576.97375,5.1
"Nigeria","Africa",1987,46.886,81551520,1385.029563,5.9
"Nigeria","Africa",1992,47.472,93364244,1619.848217,6.7
"Nigeria","Africa",1997,47.464,106207839,1624.941275,7.4
"Nigeria","Africa",2002,46.608,119901274,1615.286395,8.1
"Nigeria","Africa",2007,46.859,135031164,2013.977305,8.6
"Norway","Europe",1972,74.34,3933004,18965.05551,8.7
"Norway","Europe",1977,75.37,4043205,23311.34939,10.1
"Norway","Europe",1982,75.97,4114787,26298.63531,11.3
"Norway","Europe",1987,75.89,4186147,31540.9748,12.1
"Norway","Europe",1992,77.32,4286357,33965.66115,12.8
"Norway","Europe",1997,78.32,4405672,41283.16433,13.3
"Norway","Europe",2002,79.05,4535591,44683.97525,13.9
"Norway","Europe",2007,80.196,4627926,49357.19017,14.3
"Oman","Asia",1972,52.143,829050,10618.03855,3.2
"Oman","Asia",1977,57.367,1004533,11848.34392,4
"Oman","Asia",1982,62.728,1301048,12954.79101,5
"Oman","Asia",1987,67.734,1593882,18115.22313,6
"Oman","Asia",1992,71.197,1915208,18616.70691,6.8
"Oman","Asia",1997,72.499,2283635,19702.05581,7.6
"Oman","Asia",2002,74.193,2713462,19774.83687,8.2
"Oman","Asia",2007,75.64,3204897,22316.19287,8.7
"Pakistan","Asia",1972,51.929,69325921,1049.938981,2.3
"Pakistan","Asia",1977,54.043,78152686,1175.921193,2.9
"Pakistan","Asia",1982,56.158,91462088,1443.429832,3.6
"Pakistan","Asia",1987,58.245,105186881,1704.686583,4.2
"Pakistan","Asia",1992,60.838,120065004,1971.829464,5
"Pakistan","Asia",1997,61.818,135564834,2049.350521,5.7
"Pakistan","Asia",2002,63.61,153403524,2092.712441,6.4
"Pakistan","Asia",2007,65.483,169270617,2605.94758,7.1
"Panama","Americas",1972,66.216,1616384,5364.249663,6.5
"Panama","Americas",1977,68.681,1839782,5351.912144,7.3
"Panama","Americas",1982,70.472,2036305,7009.601598,8
"Panama","Americas",1987,71.523,2253639,7034.779161,8.7
"Panama","Americas",1992,72.462,2484997,6618.74305,9.4
"Panama","Americas",1997,73.738,2734531,7113.692252,10
"Panama","Americas",2002,74.712,2990875,7356.031934,10.6
"Panama","Americas",2007,75.537,3242173,9809.185636,11.1
"Paraguay","Americas",1972,65.815,2614104,2523.337977,4.9
"Paraguay","Americas",1977,66.353,2984494,3248.373311,5.5
"Paraguay","Americas",1982,66.874,3366439,4258.503604,6.1
"Paraguay","Americas",1987,67.378,3886512,3998.875695,6.5
"Paraguay","Americas",1992,68.225,4483945,4196.411078,6.9
"Paraguay","Americas",1997,69.4,5154123,4247.400261,7.3
"Paraguay","Americas",2002,70.755,5884491,3783.674243,7.6
"Paraguay","Americas",2007,71.752,6667147,4172.838464,8
"Peru","Americas",1972,55.448,13954700,5937.827283,5.8
"Peru","Americas",1977,58.447,15990099,6281.290855,6.8
"Peru","Americas",1982,61.406,18125129,6434.501797,7.8
"Peru","Americas",1987,64.134,20195924,6360.943444,8.7
"Peru","Americas",1992,66.458,22430449,4446.380924,9.4
"Peru","Americas",1997,68.386,24748122,5838.347657,10.1
"Peru","Americas",2002,69.906,26769436,5909.020073,10.8
"Peru","Americas",2007,71.421,28674757,7408.905561,11.4
"Philippines","Asia",1972,58.065,40850141,1989.37407,6.6
"Philippines","Asia",1977,60.06,46850962,2373.204287,7.4
"Philippines","Asia",1982,62.082,53456774,2603.273765,8
"Philippines","Asia",1987,64.151,60017788,2189.634995,8.4
"Philippines","Asia",1992,66.458,67185766,2279.324017,8.8
"Philippines","Asia",1997,68.564,75012988,2536.534925,9.2
"Philippines","Asia",2002,70.303,82995088,2650.921068,9.5
"Philippines","Asia",2007,71.688,91077287,3190.481016,9.8
"Poland","Europe",1972,70.85,33039545,8006.506993,9.8
"Poland","Europe",1977,70.67,34621254,9508.141454,10.4
"Poland","Europe",1982,71.32,36227381,8451.531004,11
"Poland","Europe",1987,70.98,37740710,9082.351172,11.4
"Poland","Europe",1992,70.99,38370697,7738.881247,11.8
"Poland","Europe",1997,72.75,38654957,10159.58368,12.1
"Poland","Europe",2002,74.67,38625976,12002.23908,12.3
"Poland","Europe",2007,75.563,38518241,15389.92468,12.6
"Portugal","Europe",1972,69.26,8970450,9022.247417,4.7
"Portugal","Europe",1977,70.41,9662600,10172.48572,5.4
"Portugal","Europe",1982,72.77,9859650,11753.84291,6.1
"Portugal","Europe",1987,74.06,9915289,13039.30876,6.7
"Portugal","Europe",1992,74.86,9927680,16207.26663,7.3
"Portugal","Europe",1997,75.97,10156415,17641.03156,7.9
"Portugal","Europe",2002,77.29,10433867,19970.90787,8.5
"Portugal","Europe",2007,78.098,10642836,20509.64777,9.1
"Romania","Europe",1972,69.21,20662648,8011.414402,8.6
"Romania","Europe",1977,69.46,21658597,9356.39724,9.5
"Romania","Europe",1982,69.66,22356726,9605.314053,10.4
"Romania","Europe",1987,69.53,22686371,9696.273295,11.1
"Romania","Europe",1992,69.36,22797027,6598.409903,11.6
"Romania","Europe",1997,69.72,22562458,7346.547557,12.1
"Romania","Europe",2002,71.322,22404337,7885.360081,12.6
"Romania","Europe",2007,72.476,22276056,10808.47561,13
"Rwanda","Africa",1972,44.6,3992121,590.5806638,2.2
"Rwanda","Africa",1977,45,4657072,670.0806011,2.6
"Rwanda","Africa",1982,46.218,5507565,881.5706467,3.1
"Rwanda","Africa",1987,44.02,6349365,847.991217,3.6
"Rwanda","Africa",1992,23.599,7290203,737.0685949,4.1
"Rwanda","Africa",1997,36.087,7212583,589.9445051,4.5
"Rwanda","Africa",2002,43.413,7852401,785.6537648,5
"Rwanda","Africa",2007,46.242,8860588,863.0884639,5.4
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254,2.9
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657,3.6
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117,4.2
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457,4.7
"Sao Tome and Principe","Africa",1992,62.742,125911,1428.777814,5.2
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.076036,5.8
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239,6.3
"Sao Tome and Principe","Africa",2007,65.528,199579,1598.435089,6.7
"Saudi Arabia","Asia",1972,53.886,6472756,24837.42865,5.5
"Saudi Arabia","Asia",1977,58.69,8128505,34167.7626,6.3
"Saudi Arabia","Asia",1982,63.012,11254672,33693.17525,7.1
"Saudi Arabia","Asia",1987,66.295,14619745,21198.26136,8.1
"Saudi Arabia","Asia",1992,68.768,16945857,24841.61777,9
"Saudi Arabia","Asia",1997,70.533,21229759,20586.69019,9.8
"Saudi Arabia","Asia",2002,71.626,24501530,19014.54118,10.4
"Saudi Arabia","Asia",2007,72.777,27601038,21654.83194,10.9
"Senegal","Africa",1972,45.815,4588696,1597.712056,1.5
"Senegal","Africa",1977,48.879,5260855,1561.769116,1.9
"Senegal","Africa",1982,52.379,6147783,1518.479984,2.3
"Senegal","Africa",1987,55.769,7171347,1441.72072,2.8
"Senegal","Africa",1992,58.196,8307920,1367.899369,3.2
"Senegal","Africa",1997,60.187,9535314,1392.368347,3.6
"Senegal","Africa",2002,61.6,10870037,1519.635262,4
"Senegal","Africa",2007,63.062,12267493,1712.472136,4.4
"Serbia","Europe",1972,68.7,8313288,10522.06749,7.1
"Serbia","Europe",1977,70.3,8686367,12980.66956,7.9
"Serbia","Europe",1982,70.162,9032824,15181.0927,8.6
"Serbia","Europe",1987,71.218,9230783,15870.87851,9.3
"Serbia","Europe",1992,71.659,9826397,9325.068238,9.8
"Serbia","Europe",1997,72.232,10336594,7914.320304,10.3
"Serbia","Europe",2002,73.213,10111559,7236.075251,10.7
"Serbia","Europe",2007,74.002,10150265,9786.534714,11.1
"Sierra Leone","Africa",1972,35.4,2879013,1353.759762,1.5
"Sierra Leone","Africa",1977,36.788,3140897,1348.285159,1.9
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784,2.2
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788,2.6
"Sierra Leone","Africa",1992,38.333,4260884,1068.696278,2.9
"Sierra Leone","Africa",1997,39.897,4578212,574.6481576,3.2
"Sierra Leone","Africa",2002,41.012,5359092,699.489713,3.6
"Sierra Leone","Africa",2007,42.568,6144562,862.5407561,3.8
"Singapore","Asia",1972,69.521,2152400,8597.756202,6
"Singapore","Asia",1977,70.795,2325300,11210.08948,6.8
"Singapore","Asia",1982,71.76,2651869,15169.16112,7.6
"Singapore","Asia",1987,73.56,2794552,18861.53081,8.2
"Singapore","Asia",1992,75.788,3235865,24769.8912,8.9
"Singapore","Asia",1997,77.158,3802309,33519.4766,9.5
"Singapore","Asia",2002,78.77,4197776,36023.1054,10.1
"Singapore","Asia",2007,79.972,4553009,47143.17964,10.6
"Slovak Republic","Europe",1972,70.35,4593433,9674.167626,7.7
"Slovak Republic","Europe",1977,70.45,4827803,10922.66404,8.8
"Slovak Republic","Europe",1982,70.8,5048043,11348.54585,9.9
"Slovak Republic","Europe",1987,71.08,5199318,12037.26758,10.8
"Slovak Republic","Europe",1992,71.38,5302888,9498.467723,11.4
"Slovak Republic","Europe",1997,72.71,5383010,12126.23065,12
"Slovak Republic","Europe",2002,73.8,5410052,13638.77837,12.5
"Slovak Republic","Europe",2007,74.663,5447502,18678.31435,12.9
"Slovenia","Europe",1972,69.82,1694510,12383.4862,7.9
"Slovenia","Europe",1977,70.97,1746919,15277.03017,8.9
"Slovenia","Europe",1982,71.063,1861252,17866.72175,9.7
"Slovenia","Europe",1987,72.25,1945870,18678.53492,10.2
"Slovenia","Europe",1992,73.64,1999210,14214.71681,10.7
"Slovenia","Europe",1997,75.13,2011612,17161.10735,11.2
"Slovenia","Europe",2002,76.66,2011497,20660.01936,11.7
"Slovenia","Europe",2007,77.926,2009245,25768.25759,12.1
"Somalia","Africa",1972,40.973,3840161,1254.576127,1.2
"Somalia","Africa",1977,41.974,4353666,1450.992513,1.5
"Somalia","Africa",1982,42.955,5828892,1176.807031,1.8
"Somalia","Africa",1987,44.501,6921858,1093.244963,2.2
"Somalia","Africa",1992,39.658,6099799,926.9602964,2.5
"Somalia","Africa",1997,43.795,6633514,930.5964284,2.8
"Somalia","Africa",2002,45.936,7753310,882.0818218,3
"Somalia","Africa",2007,48.159,9118773,926.1410683,3.2
"South Africa","Africa",1972,53.696,23935810,7765.962636,4.6
"South Africa","Africa",1977,55.527,27129932,8028.651439,5.5
"South Africa","Africa",1982,58.161,31140029,8568.266228,6.4
"South Africa","Africa",1987,60.834,35933379,7825.823398,7.2
"South Africa","Africa",1992,61.888,39964159,7225.069258,7.9
"South Africa","Africa",1997,60.236,42835005,7479.188244,8.6
"South Africa","Africa",2002,53.365,44433622,7710.946444,9.3
"South Africa","Africa",2007,49.339,43997828,9269.657808,10
"Spain","Europe",1972,73.06,34513161,10638.75131,4.9
"Spain","Europe",1977,74.39,36439000,13236.92117,5.9
"Spain","Europe",1982,76.3,37983310,13926.16997,6.9
"Spain","Europe",1987,76.9,38880702,15764.98313,7.9
"Spain","Europe",1992,77.57,39549438,18603.06452,8.7
"Spain","Europe",1997,78.77,39855442,20445.29896,9.4
"Spain","Europe",2002,79.78,40152517,24835.47166,10.1
"Spain","Europe",2007,80.941,40448191,28821.0637,10.6
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553,6.3
"Sri Lanka","Asia",1977,65.949,14116836,1348.775651,7
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789,7.6
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827,8.1
"Sri Lanka","Asia",1992,70.379,17587060,2153.739222,8.6
"Sri Lanka","Asia",1997,70.457,18698655,2664.477257,9.1
"Sri Lanka","Asia",2002,70.815,19576783,3015.378833,9.6
"Sri Lanka","Asia",2007,72.396,20378239,3970.095407,10.1
"Sudan","Africa",1972,45.083,14597019,1659.652775,3
"Sudan","Africa",1977,47.8,17104986,2202.988423,3.6
